Name,Address,Description,More_info,Instagram,Facebook,LinkedIn
FalkensteinerHotels&Residences,"1020 Wien, Austria",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/falkensteiner-hotels-residences--1205465,https://www.instagram.com/falkensteiner_hotels/?hl=de,https://www.facebook.com/falkensteiner.hotelsandresidences/?locale=de_DE,https://at.linkedin.com/company/fmtg-falkensteiner-michaeler-tourism-group
FamilyparkGmbH,"7062 St. Margarethen, Austria","The Familypark, the biggist Themepark of Austria, which is located in the near from Vienna, offers a unique visitor experience in Austria for families with children of all ages, as well as for adult groups.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/familypark-gmbh--1205189,https://www.instagram.com/familypark.at/,https://www.facebook.com/familypark.bgld/,https://www.linkedin.com/company/7024502
Famoustravel,"10432 ATHENS, Greece","Destination Management Company for all Europe, Turkey, Tunisia and Dubai",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/famous-travel--1207358,https://www.instagram.com/familypark.at/,https://www.facebook.com/familypark.bgld/,https://www.linkedin.com/company/7024502
FarahNileCruise,"11765 Cairo, Egypt","Discover ancient places and walk over our ancient steps on Farah's board, your happiness gateway, where you can experience true hospitality and calmness while enjoying a one-of-a-kind adventure—an adventure that ancients began centuries ago and left for us to follow.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/farah-nile-cruise--1015194,https://www.instagram.com/farahnilecruise_/,https://www.facebook.com/Farah.Nilecruise.Egypt/,https://www.linkedin.com/company/farahnilecruise/mycompany/
FarandaHotels&Resorts,"130001 Cartagena, Colombia","Faranda Hotels & Resorts offers you the ideal accommodation option in the main cities or tourist destinations in Mexico, Panama, Colombia, Venezuela, Costa Rica and Spain with unique spaces and plans to enjoy and take advantage of your tourist or work visit.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/faranda-hotels-resorts--1015195,https://www.instagram.com/farandahotels/,https://www.facebook.com/people/Faranda-Hotels/100063581199718/,https://co.linkedin.com/company/faranda-hotels
FarEastHospitality,"247905 Singapore, Singapore",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/far-east-hospitality--1015189,https://www.instagram.com/farandahotels/,https://www.facebook.com/people/Faranda-Hotels/100063581199718/,https://co.linkedin.com/company/faranda-hotels
FareHarbor,"1017 HL Amsterdam, Netherlands","FareHarbor is the all-in-one booking solution and business management platform that helps you operate your tours, activities, attractions and rentals.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fareharbor--1015198,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FARHATTOURS,"0 MANAMA, Bahrain",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/farhat-tours--1015201,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FarHorizonTours-India,"121009 Faridabad, Haryana, India",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/far-horizon-tours-india--1207415,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FarmhouseResort&Spa,"na Sameakki Mean Chey, Cambodia","VACATION WITH A PURPOSE
AT A LUXURY RESORT IN CAMBODIA
Taking a vacation in a dreamlike environment and at the same time doing something meaningful for the deve",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/farmhouse-resort-spa--1206446,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FAROHOMES,"29640 FUENGIROLA, Spain",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/faro-homes--1209173,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FAROSHOTEL,"5330 AYIA NAPA, Cyprus",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/faros-hotel--1015230,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FarwaysSafaris,"256 Kampala, Uganda",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/farways-safaris--1206703,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FASANOHOTELS,"2420-002 Rio de Janeiro - RJ, Brazil",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fasano-hotels--1209568,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
Fascineum,"1780 Wemmel, Belgium",At Fascineum we are fascinated by the transmission to the general public of the history and traditions of food trades and specialties,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fascineum--1204870,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FattalHotels,"0 Tel Aviv, Israel",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fattal-hotels--1015256,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FareHarbor/,https://www.linkedin.com/company/fareharbor/mycompany/verification/
FazlaniNature'sNest-TheWellnessRetreat,"412106 Pune, India","At Fazlani’s, we offer unique holistic wellness retreats that bring balance and improve one’s general well-being. The expert doctors & wellness consultants here curate a treatment plan with nature cure & ayurveda at the core. The wellness schedule includes personalized daily consultations.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fazlani-nature-s-nest-the-wellness-retreat--1204256,https://www.instagram.com/fareharbor/?hl=en,https://www.facebook.com/FazlaniNaturesResort,https://www.linkedin.com/company/fazlani-natures-nest/
FBTTTravel,"0 Curaçao, Curaçao","FBTT Travel is a full-service tourism and passenger transport company based on Curaçao, and is the island’s largest incoming tour operator. It provides a wide variety of high-quality services to leading cruise and airlines, travel wholesalers and their clients.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fbtt-travel--1015281,https://www.instagram.com/fbtttravel/?hl=en,https://www.facebook.com/tabertours,https://nl.linkedin.com/company/fbtt-travel?trk=public_profile_topcard-current-company
FederalAirlines-fastjet,"0000 Bonaero Park, Johannesburg., South Africa",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/federal-airlines-fastjet--1209031,https://www.instagram.com/fbtttravel/?hl=en,https://www.facebook.com/tabertours,https://nl.linkedin.com/company/fbtt-travel?trk=public_profile_topcard-current-company
FEDERALBERGHIISCHIA&PROCIDA,"80077 ISCHIA, Italy","ischiahotels.it is a brand that represents the hospitality of the islands of Ischia and Procida and which promotes the best structures of the Phlegraean islands

If you come to the islands of Ischia and Procida, choose one of the Federalberghi affiliated structures.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/federalberghi-ischia-procida--1208697,https://www.instagram.com/iloveischia_/,https://www.facebook.com/iloveischia.it,https://nl.linkedin.com/company/fbtt-travel?trk=public_profile_topcard-current-company
Federa?iaIndustrieiHotelieredinRomânia,"010708 Bucharest, Romania",Romanian Hotel Industry Federation (FIHR) is the first tourism association established in Romania in April 1990 and represents an employers' organization whose,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/federa-ia-industriei-hoteliere-din-rom-nia--1208973,https://www.instagram.com/iloveischia_/,https://www.facebook.com/fihromania/?locale=ro_RO,https://www.linkedin.com/company/19014351/admin/feed/posts/
FeelGreenTravel,"4206 Zgornje Jezersko, Slovenia",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/feel-green-travel--1207621,https://www.instagram.com/iloveischia_/,https://www.facebook.com/fihromania/?locale=ro_RO,https://www.linkedin.com/company/19014351/admin/feed/posts/
"Feelporto-AlojamentoLocaleServiçosTurísticos,Lda","4000-272 Porto, Portugal",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/feelporto-alojamento-local-e-servi-os-tur-sticos-lda--1205480,https://www.instagram.com/iloveischia_/,https://www.facebook.com/fihromania/?locale=ro_RO,https://www.linkedin.com/company/19014351/admin/feed/posts/
FelineHolidaysA/S,"20354 Hamburg, Germany","Feline Holidays provides access to over 300,000 vacation rentals across Europe, offering vacationers a wide range of options to find their ideal holiday accommodation. Our head office is located in Denmark, but we also have a branch office in Hamburg.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/feline-holidays-a-s--1015359,https://www.instagram.com/iloveischia_/,https://www.facebook.com/FelineHolidays.de/,https://www.linkedin.com/company/feline-holidays-a-s/
FelixHotelsSrl,"07026 Olbia, Italy",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/felix-hotels-srl--1209471,https://www.instagram.com/iloveischia_/,https://www.facebook.com/FelineHolidays.de/,https://www.linkedin.com/company/feline-holidays-a-s/
FELIXTOURS-ITALYINCOMING,"00044 Frascati (Rome), Italy","Embark on an unforgettable journey through Italy with Felix Tours! Discover hidden gems, savor authentic flavors, and immerse yourself in the rich tapestry of Italian culture. With personalized tours that go beyond the beaten path, experience Italy like never before. Join us for a sustainable and in",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/felix-tours-italy-incoming--1208409,https://www.instagram.com/felix.tours/,https://www.facebook.com/felixtours.it,https://www.linkedin.com/company/72098808/admin/feed/posts/
feratelmediatechnologies,"88602 Meßkirch, Germany",feratel media technologies is the total tourism solution provider. Our goal is to provide our customers – from tourism regions and ski areas to hotels – with comprehensive and individually designed solutions for strong tourism.,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/feratel-media-technologies--1015392,https://www.instagram.com/feratel_flyingcam/,https://business.facebook.com/feratel/,https://www.linkedin.com/company/feratel-media-technologies/
FerienregionNationalparkHoheTauernGmbH,"5730 Mittersill, Austria",The Hohe Tauern National Park Holiday Region (“Ferienregion Nationalpark Hohe Tau¬ern”) is responsible for promoting tourism on behalf of the communities and lo,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/ferienregion-nationalpark-hohe-tauern-gmbh--1015415,https://www.instagram.com/nationalpark_at/?hl=de,https://www.facebook.com/Nationalparkregion,https://www.linkedin.com/company/feratel-media-technologies/
Ferien-undFreizeitparkWeissenhäuserStrand,"23758 Weissenhäuser Strand, Germany","Vacationsat the Baltic Sea all year around.

Holiday- and leisurepark Weissenhäuser Strand Weissenhäuser Strand, one of Germany’s most popular holiday resorts, is situated at the north coast of Ostholstein.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/ferien-und-freizeitpark-weissenh-user-strand--1015412,https://www.instagram.com/weissenhaeuser_strand_ostsee/?hl=de,https://www.facebook.com/weissenhaeuserstrand/,https://www.linkedin.com/company/feratel-media-technologies/
FeriepartnerDanmarkA/S,"1827 Frederiksberg, Denmark",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/feriepartner-danmark-a-s--1206286,https://www.instagram.com/weissenhaeuser_strand_ostsee/?hl=de,https://www.facebook.com/FeriepartnerDanmark,https://www.linkedin.com/company/feriepartner-danmark/
FernwehFairTravel-UpliftingCommunities,"246401 Gopeshwar, Uttarakhand, India","Unique & Authentic, Transformational & Regenerative 
A boutique comfort luxury travel with immersive nature and culture unforgetful experiences while positively impacting women and the environment in the Indian Himalayas.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fernweh-fair-travel-uplifting-communities--1207848,https://www.instagram.com/fernwehfairtravel/,https://www.facebook.com/fernweh.travels/,https://www.linkedin.com/company/93789400/
FestspielhausNeuschwanstein,"87629 Füssen, Germany",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/festspielhaus-neuschwanstein--1204842,https://www.instagram.com/fernwehfairtravel/,https://www.facebook.com/fernweh.travels/,https://www.linkedin.com/company/93789400/
FETHIYEBELEDIYESI,"48300 MUGLA, Türkiye",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fethi-ye-beledi-yesi--1209687,https://www.instagram.com/fernwehfairtravel/,https://www.facebook.com/fernweh.travels/,https://www.linkedin.com/company/93789400/
FibulaTravel,"6000 Ohrid, North Macedonia",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fibula-travel--1015486,https://www.instagram.com/fibula.tours/?hl=en,https://www.facebook.com/fibula.tours,https://www.linkedin.com/company/93789400/
FIBULATRAVEL,"10000 Pristina, Kosovo",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fibula-travel--1209676,https://www.instagram.com/fibula.tours/?hl=en,https://www.facebook.com/fibula.tours,https://www.linkedin.com/company/93789400/
FijiAirwaysc/oAviationOnlineLtd.,"MST 3000 Mosta, Malta",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fiji-airways-c-o-aviation-online-ltd--1206752,https://www.instagram.com/fibula.tours/?hl=en,https://www.facebook.com/fijiairways,https://www.linkedin.com/company/93789400/
FiliHotel-NUSTARResortCebu,"6000 Cebu City, Philippines",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fili-hotel-nustar-resort-cebu--1208096,https://www.instagram.com/fibula.tours/?hl=en,https://www.facebook.com/fijiairways,https://www.linkedin.com/company/93789400/
FilmparkBabelsberg,"14482 Potsdam, Germany",Der Filmpark Babelsberg ist seit nunmehr 30 Jahren die Erlebnisplattform der Medienstadt. In Nachbarschaft zum Studio Babelsberg und weiteren knapp 100 Unterneh,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/filmpark-babelsberg--1207787,https://www.instagram.com/filmpark_babelsberg/,https://www.facebook.com/FilmparkBabelsberg,https://www.linkedin.com/company/93789400/
FilmparkBabelsbergGmbH,"14482 Potsdam, Germany",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/filmpark-babelsberg-gmbh--1184358,https://www.instagram.com/filmpark_babelsberg/,https://www.facebook.com/FilmparkBabelsberg,https://www.linkedin.com/company/93789400/
FILOKYPROSCHARACTERHOUSESLTD,"3303 Limassol, Cyprus",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/filokypros-character-houses-ltd--1015525,https://www.instagram.com/filmpark_babelsberg/,https://www.facebook.com/FilmparkBabelsberg,https://www.linkedin.com/company/93789400/
Finalrentals,"CF641SA Penarth, United Kingdom","Are you looking to grow your car rental business? Meet us at ITB and let's grow your business.
https://calendly.com/finalrentals/meet-finalrentals-itb-berlin",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/finalrentals--1015539,https://www.instagram.com/finalrentals,https://www.facebook.com/finalrentals,https://www.linkedin.com/company/finalrentals/
FINDWAYSADVENTUREPVT.LTD.,"44600 Kathmandu, Nepal",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/findways-adventure-pvt-ltd--1205484,https://www.instagram.com/finalrentals,https://www.facebook.com/finalrentals,https://www.linkedin.com/company/finalrentals/
Fine&CountryMauritius,"30513 Grand Bay, Mauritius",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fine-country-mauritius--1207865,https://www.instagram.com/finalrentals,https://www.facebook.com/finalrentals,https://www.linkedin.com/company/finalrentals/
FineBushTours,"0000 Maun, Botswana",A smile from the heart-we keep you happy,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fine-bush-tours--1015550,https://www.instagram.com/finalrentals,https://www.facebook.com/profile.php?id=100057501068610,https://www.linkedin.com/company/10421376
FinlandDMC,"58900 Rantasalmi, Finland",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/finland-dmc--1206271,https://www.instagram.com/finalrentals,https://www.facebook.com/profile.php?id=100057501068610,https://www.linkedin.com/company/10421376
Finnair,"01530 Vantaa, Finland","This year we are looking into reconnecting with all our key partners (travel agencies and tour operators) face to face after the exceptional few years (so please accept our apologies if we cannot reply to all marketing, communications or network related questions and meeting requests).",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/finnair--1015567,https://www.instagram.com/finalrentals,https://www.facebook.com/profile.php?id=100057501068610,https://www.linkedin.com/company/10421376
FinnlinesDeutschlandGmbH,"23544 Lübeck, Germany","Finnlines offers three routes in northern europe: Travemünde - Helsinki, Travemünde - Malmö, Kapellskär - (Långnäs) - Naantali. On the last route two brandnew ships are operating at the moment. 
We are working with tour operators & travel agencies. A new section includes MICE on board our vessels.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/finnlines-deutschland-gmbh--1196346,https://www.instagram.com/finnlinesdeutschland/,https://www.facebook.com/finnlines.deutschland,https://fi.linkedin.com/company/finnlines-plc
FinolhuBaaAtollMaldives,"20209 Male', Maldives",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/finolhu-baa-atoll-maldives--1015581,https://www.instagram.com/finnlinesdeutschland/,https://www.facebook.com/finnlines.deutschland,https://fi.linkedin.com/company/finnlines-plc
FirstTripTravel–UTASaudiArabia,"11666 Riyadh, Saudi Arabia",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/first-trip-travel-uta-saudi-arabia--1042621,https://www.instagram.com/finnlinesdeutschland/,https://www.facebook.com/finnlines.deutschland,https://fi.linkedin.com/company/finnlines-plc
FITAMÉRICALATINA,"1053 Ciudad de Buenos Aires, Argentina","Welcome to FIT LATIN AMERICA, the most important international tourism fair in the region, which will hold its twenty-eighth edition from September 28th to October 1st at La Rural, the exhibition center in Buenos Aires.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fit-am-rica-latina--1128596,https://www.instagram.com/feriadeturismo.fit/,https://www.facebook.com/feriadeturismo,https://www.linkedin.com/company/feriadeturismo/
FitReisenGmbH,"60314 Frankfurt, Germany","Die Fit Reisen Group mit Sitz in Frankfurt am Main, Hamburg, Leipzig und München ist Europas führender Veranstalter für Gesundheits- und Wellnessreisen. Seit 1975 steht das Unternehmen für die Kombination aus gesundem Urlaub und attraktiven Schönheits-, Entspannungs- und Freizeitangeboten.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fit-reisen-gmbh--1015663,https://www.instagram.com/fitreisen,https://www.facebook.com/FitReisen,https://de.linkedin.com/company/fit-reisen-gmbh
FITHOLIDAYS,"7200 ANTALYA, Türkiye","Fit Holidays is CIS specialized DMC under 50+ years old Akay Travel Group, offering huge and strong hotel portfolio to its buyers and satisfying and quality transfers, excursions.
If interested in outgoing to Istanbul, Antalya, Turkiye. FIT Holidays with specialized Russian Speaking team is ready.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fit-holidays--1208487,https://www.instagram.com/fitreisen,https://www.facebook.com/FitReisen,https://de.linkedin.com/company/fit-reisen-gmbh
FITUR2024-IFEMAMADRID,"28042 Madrid, Spain",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fitur-2024-ifema-madrid--1205976,https://www.instagram.com/fitreisen,https://www.facebook.com/FitReisen,https://de.linkedin.com/company/fit-reisen-gmbh
FiveTravel,"20230 Casablanca, Morocco",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/five-travel--1208015,https://www.instagram.com/fitreisen,https://www.facebook.com/FitReisen,https://de.linkedin.com/company/fit-reisen-gmbh
FIVEHotelsandResorts,"6438 Dubai, United Arab Emirates","FIVE Hotels and Resorts, includes the hottest destinations - the unrivalled FIVE Palm Jumeirah and the uber-cool FIVE Jumeirah Village in Dubai and Switzerland’s ultimate dining and nightlife hotspot, FIVE Zurich.Opening in 2023 is FIVE LUXE, JBR - a prime beach property with sweeping sunset vistas.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/five-hotels-and-resorts--1015676,https://www.instagram.com/fivehotelsandresorts,https://www.facebook.com/profile.php?id=100066747181274,https://www.linkedin.com/company/fivehotels
FjordLine,"5006 Bergen, Norway","Travel easy and comfortable with Fjord Lines ships between Hirtshals in Denmark to Kristiansand, Stavanger and Bergen in Norway. Experience on of the fastest seaways between the two countries with our modern catamaran- Fjord FSTR",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fjord-line--1206280,https://www.instagram.com/fjordline_norge/,https://www.facebook.com/FjordLineNo/,https://www.linkedin.com/company/fjord-line/mycompany/verification/
FjordNorway,"5011 Bergen, Norway","Fjord Norway is the regional tourist board of the Fjord Norway region, on the west coast of Norway.
We work closely with the 12 destination companies in the reg",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fjord-norway--1015698,https://www.instagram.com/fjordline_norge/,https://www.facebook.com/FjordLineNo/,https://www.linkedin.com/company/fjord-line/mycompany/verification/
FlamencoHotels&ResortsEgypt,"11211 Cairo, Egypt",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flamenco-hotels-resorts-egypt--1193463,https://www.instagram.com/fjordline_norge/,https://www.facebook.com/FjordLineNo/,https://www.linkedin.com/company/fjord-line/mycompany/verification/
FLASHTOUR,"11341 CAIRO, Egypt",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flash-tour--1171224,https://www.instagram.com/fjordline_norge/,https://www.facebook.com/FjordLineNo/,https://www.linkedin.com/company/fjord-line/mycompany/verification/
FlechaExtrema,"8320000 Santiago, Chile",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flecha-extrema--1042062,https://www.instagram.com/fjordline_norge/,https://www.facebook.com/FjordLineNo/,https://www.linkedin.com/company/fjord-line/mycompany/verification/
FleesenseeHotelbetriebsGmbH,"17213 Göhren-Lebbin, Germany","SCHLOSS Fleesensee - Endlich Ich!

BEECH Resorts - Hier sind wir richtig

MAREMÜRITZ Yachthafen Resort

GOLF Fleesensee",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/fleesensee-hotelbetriebs-gmbh--1208211,https://www.instagram.com/yachthafenresort/,https://www.facebook.com/SCHLOSSfleesensee/,https://www.linkedin.com/company/beech-resort-fleesensee/
FlegraCollection,"63085 Pefkori Halkidiki, Greece",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flegra-collection--1205462,https://www.instagram.com/yachthafenresort/,https://www.facebook.com/SCHLOSSfleesensee/,https://www.linkedin.com/company/beech-resort-fleesensee/
FlexiroamLimited,"6153 Applecross, Australia",Flexiroam - Your eSIM data roaming partner,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flexiroam-limited--1209492,https://www.instagram.com/yachthafenresort/,https://www.facebook.com/SCHLOSSfleesensee/,https://www.linkedin.com/company/beech-resort-fleesensee/
Flexkeeping,"2250 Ptuj, Slovenia",The hotel operations platform designed to help hoteliers automate and collaborate even more! From housekeeping to maintenance and beyond… make everything easy…,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flexkeeping--1010662,https://www.instagram.com/yachthafenresort/,https://www.facebook.com/flexkeeping,https://www.linkedin.com/company/flexkeeping/
FlightlinkLimited,"0 Dar Es Salaam, Tanzania",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flightlink-limited--1207014,https://www.instagram.com/yachthafenresort/,https://www.facebook.com/flexkeeping,https://www.linkedin.com/company/flexkeeping/
Florida,"33602 Tampa, United States of America",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/florida--1208180,https://www.instagram.com/yachthafenresort/,https://www.facebook.com/flexkeeping,https://www.linkedin.com/company/flexkeeping/
Florida'sSportsCoast,"34655 Trinity, United States of America",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/florida-s-sports-coast--1014859,https://www.instagram.com/yachthafenresort/,https://www.facebook.com/flexkeeping,https://www.linkedin.com/company/flexkeeping/
FlughafenBerlinBrandenburgGmbH,"12521 Berlin, Germany",Berlin Brandenburg Airport Willy Brandt (BER) is Germany’s third-largest airport and a leading player in the German travel and tourism industry as well as an important economic driver and job generator for the region. BER relies on innovation and digitalisation for its continuous development.,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-berlin-brandenburg-gmbh--1015833,https://www.instagram.com/berlin_airport/,https://www.facebook.com/berlinairport/,https://www.linkedin.com/company/berlin-brandenburg-airport
FlughafenBremenGmbH,"28199 Bremen, Germany",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-bremen-gmbh--1015836,https://www.instagram.com/berlin_airport/,https://www.facebook.com/berlinairport/,https://www.linkedin.com/company/berlin-brandenburg-airport
FlughafenDüsseldorfGmbH,"40474 Düsseldorf, Germany","With a large route network & excellent intermodal transport connections, Düsseldorf Airport is one of the largest German airports. More than 20 million passengers are expected in 2023. Düsseldorf Airport aims to be CO2-neutral by 2035 and to achieve the ""Zero Emissions"" target by 2045 at the latest.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-d-sseldorf-gmbh--1015838,http://www.instagram.com/dusairport,http://www.facebook.com/dus,https://www.linkedin.com/company/715593
FlughafenErfurtGmbH,"99092 Erfurt, Germany",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-erfurt-gmbh--1015841,http://www.instagram.com/dusairport,http://www.facebook.com/dus,https://www.linkedin.com/company/715593
FlughafenHamburgGmbH,"22335 Hamburg, Germany",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-hamburg-gmbh--1015842,https://www.instagram.com/hamburgairport/?hl=de,https://www.facebook.com/HamburgAirport,https://www.linkedin.com/company/hamburg-airport/
FlughafenHannoverLangenhagenGmbH,"30989 Langenhagen, Germany",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-hannover-langenhagen-gmbh--1015844,https://www.instagram.com/hamburgairport/?hl=de,https://www.facebook.com/HamburgAirport,https://www.linkedin.com/company/hamburg-airport/
FlughafenKöln/BonnGmbH,"51147 Köln, Germany",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-k-ln-bonn-gmbh--1185490,https://www.instagram.com/hamburgairport/?hl=de,https://www.facebook.com/HamburgAirport,https://www.linkedin.com/company/hamburg-airport/
FlughafenLübeck,"23562 Lübeck, Germany",Seit Start des Flugbetriebes nach grundlegender Renovierung des Terminals und der Betriebsflächen im Jahre 2020 haben die Verkaehre am Flughafen Lübeck stets zugenommen. Im Jahr 2024 wird die Sundair einen A319 in Lübeck stationieren und attraktive Mittelmeerziele anbieten.,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-l-beck--1038720,https://www.instagram.com/flughafen_luebeck/?hl=de,https://www.facebook.com/flughafen.luebeck/?locale=de_DE,https://de.linkedin.com/company/flughafen-l%C3%BCbeck
FlughafenMemmingenGmbH,"87766 Memmingerberg, Germany","With over 2.8 million passengers, Memmingen Airport set a new record in 2023 and continues to rank among the top 15 German commercial airports. Non-stop connections throughout Europe and an attractive catchment area are the key success factors.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/flughafen-memmingen-gmbh--1015845,https://www.instagram.com/memmingen_airport/,https://www.facebook.com/MemmingenAirport,https://www.linkedin.com/company/memmingen-airport/mycompany/verification/?viewAsMember=true
